Method,Status,Iterations,Metric,Unit,Run_1,Run_2,Run_3,Median,Min,Max,Repeats,T_total_includes_certification,Component_times_are_inclusive,Accounting_note
h1-reaction,success,749,T_eig,seconds,0.270079,0.224006458333334,0.232215458333333,0.232215458333333,0.224006458333334,0.270079,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_cert,seconds,0.00958579166666667,0.00930270833333333,0.008753375,0.00930270833333333,0.008753375,0.00958579166666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,initial_setup_time,seconds,0.021504,0.000969291666666667,0.00141683333333333,0.00141683333333333,0.000969291666666667,0.021504,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,update_time,seconds,0.002173125,0.00107966666666667,0.000988708333333333,0.00107966666666667,0.000988708333333333,0.002173125,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_metric_apply,seconds,0.0263460833333255,0.0238245833333274,0.0240619166666614,0.0240619166666614,0.0238245833333274,0.0263460833333255,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_metric_solve,seconds,0.108622500000001,0.0788272083333337,0.079964666666667,0.079964666666667,0.0788272083333337,0.108622500000001,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_M_orth,seconds,0.0553378750000004,0.0492216666666668,0.0493589583333336,0.0493589583333336,0.0492216666666668,0.0553378750000004,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_Euclidean_orth,seconds,0,0,0,0,0,0,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_factorization,seconds,0.0228887916666667,0.00133195833333333,0.00169520833333333,0.00169520833333333,0.00133195833333333,0.0228887916666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_eig_initial,seconds,0.00296408333333333,0.00136629166666667,0.00188070833333333,0.00188070833333333,0.00136629166666667,0.00296408333333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_eig_refreeze,seconds,0.00296579166666667,0.00182575,0.00451916666666667,0.00296579166666667,0.00182575,0.00451916666666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_eig_update,seconds,0.244594125,0.199299583333334,0.1999525,0.1999525,0.199299583333334,0.244594125,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_eig_metric,seconds,0,0,0,0,0,0,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_eig_diagnostic,seconds,0.01011625,0.0118300416666667,0.0164515833333333,0.0118300416666667,0.01011625,0.0164515833333333,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
h1-reaction,success,749,T_eig_status_cert,seconds,0.00943875,0.00968479166666667,0.0094115,0.00943875,0.0094115,0.00968479166666667,3,0,1,Component timing categories are inclusive diagnostics and must not be summed to obtain T_total. Metric-building eig/eigs overlaps setup/update; frame T_eig includes metric apply/solve and orthogonalization; T_M_orth includes metric_apply. Unobservable generalized-eigensolver metric operations remain in T_eig.
